BCST.OB,0.45,0.65
BCTE.OB,0.025,0.03
BCU.V,0.14,0.15
BCV,14.59,15.85
BDC,23.93,32.28
BDCO,2.02,3.36
BDD,10.96,12.27
BDDD.PK,62.75,68.00
BDE,6.06,8.63
BDF,18.11,18.25
BDG,23.86,21.23
BDH,12.43,14.13
BDJ,6.74,7.30
BDL,7.39,8.00
BDLF.PK,0.006,0.0058
BDMS,16.39,17.71
BDN,7.19,9.11
BDNNF.PK,10.24,14.57
BDR,1.13,1.30
BDRAF.PK,3.4523,4.3631
BDRBF.PK,3.50,4.20
BDSI,0.99,0.95
BDT,8.78,9.76
BDV,8.41,9.22
BDX,70.84,78.23
BEAC.OB,0.25,0.25
BEAT,2.70,2.83
BEAV,30.70,37.73
BEBE,6.42,7.18
BECN,15.34,18.43
BEE,3.94,5.69
BEL.V,0.17,0.15
BELFA,15.48,19.30
BELFB,13.61,17.88
BEN,90.38,106.63
BEN.V,0.345,0.345
BEPTF.PK,1.05,1.25
BER.V,0.115,0.065
BERK,6.65,6.50
BEST,0.715,0.70
BESV.OB,0.0525,0.035
BEVIDESB.MX,13.750,13.750
BEXP,23.19,36.415
BF-B,67.27,74.73
BFD.V,0.22,0.185
BFDI.OB,0.4798,0.59
BFED,13.20,14.00
BFHJ.PK,0.0002,0.0005
BFIN,6.51,8.00
BFK,13.75,13.81
